genero,jornada,zona,estado_civil,ocupacion,nivel_de_formacion,medio_de_transporte,municipio_direccion,tipo_programa,programa,eps,edad,estrato,semestre_periodo,estrato_imputado,transporte_imputado,edad_imputada,anio_matricula,estado,desercion
Femenino,NOCHE,Urbana,Soltero(a),Independiente,Media,A pie,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),Suramericana,25,2,2,0,0,0,2020.0,Inactivo,1
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Media,Moto,Envigado,Tecnico Laboral,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,Suramericana,27,2,1,0,0,0,2021.0,Activo,0
Femenino,DIURNA,Urbana,Soltero(a),Estudiante básica,Media,Transporte público,Envigado,Tecnico Laboral,18T-TÉCNICO LABORAL EN GASTRONOMÍA,EPS Sura,18,2,1,0,0,0,2022.0,Activo,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,17,2,2,0,0,0,2020.0,Inactivo,0
Masculino,NOCHE,Urbana,Casado(a),Empleado,Pregrado,Transporte público,Envigado,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),EPS Sura,42,2,2,0,0,0,2018.0,Graduado,0
Femenino,NOCHE,Urbana,Soltero(a),Empleado,Básica secundaria,A pie,Envigado,Tecnico Laboral,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,Suramericana,40,2,2,0,0,0,2020.0,Activo,0
Femenino,DIURNA,Urbana,Soltero(a),Sin registro,Sin registro,Transporte público,Itagui,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Sin registro,27,2,1,0,1,0,2014.0,Graduado,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Savia Salud,16,3,2,0,0,0,2020.0,Inactivo,0
Masculino,DIURNA,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),EPS Sura,36,3,2,0,1,0,2015.0,Graduado,0
Femenino,NOCHE,Urbana,Soltero(a),Desempleado,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),SISBEN,28,2,1,0,0,0,2016.0,Graduado,0
Masculino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Extension,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,Sin registro,18,3,2,1,1,0,2020.0,Activo,0
Femenino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),SISBEN,32,3,2,0,0,0,2019.0,Cancelado,1
Femenino,NOCHE,Urbana,Casado(a),Empleado,Media,Otro,Envigado,Tecnico Laboral,06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO,Nueva Promotora de Salud - Nueva EPS,59,3,1,0,0,0,2019.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,EPS Sura,29,2,2,0,1,0,2016.0,Cancelado,1
Masculino,MEDIA TÉCNICA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Sin registro,18,2,1,1,1,0,2019.0,Cancelado,1
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,A pie,Medellín,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,16,3,2,0,0,0,2020.0,Inactivo,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Básica secundaria,Automóvil,Envigado,Media Tecnica,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Cruz Blanca  EPS,18,3,1,0,0,0,2018.0,Graduado,0
Masculino,NOCHE,Urbana,Divorciado(a),Empleado,Media,Moto,Envigado,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),EPS Sura,34,2,1,0,0,0,2019.0,Activo,0
Femenino,DIURNA,Urbana,Soltero(a),Desempleado,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),Sin registro,32,2,2,0,0,0,2017.0,Aplazamiento Semestre,1
Femenino,DIURNA,Urbana - rural,Soltero(a),Estudiante básica,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),Nueva Promotora de Salud - Nueva EPS,25,2,2,0,0,0,2015.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Sin registro,Transporte público,Envigado,Tecnico Laboral,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,Salud Total EPS,22,4,2,0,0,0,2021.0,Aplazamiento Semestre,0
Femenino,NOCHE,Urbana,Unión libre,Desempleado,Media,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),EPS Sura,30,2,1,0,0,0,2019.0,Inactivo,1
Femenino,DIURNA,Urbana,Unión libre,Empleado,Media,Transporte público,Envigado,Tecnico Laboral,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),Nueva Promotora de Salud - Nueva EPS,26,2,2,0,0,0,2021.0,Inactivo,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),Salud Total EPS,26,4,2,0,0,0,2015.0,Inactivo,1
Femenino,NOCHE,Urbana,Soltero(a),Desempleado,Básica secundaria,A pie,Envigado,Tecnico Laboral,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),SISBEN,41,2,1,0,0,0,2016.0,Graduado,0
Femenino,DIURNA,Urbana,Unión libre,Desempleado,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),EPS Sura,32,2,2,0,0,0,2016.0,Graduado,0
Femenino,NOCHE,Urbana,Viudo(a),Desempleado,Básica secundaria,A pie,Envigado,Tecnico Laboral,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,EPS Sura,45,3,2,0,0,0,2021.0,Sancionado,1
Masculino,MEDIA TÉCNICA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Sin registro,14,2,2,1,1,0,2021.0,Inactivo,0
Femenino,NOCHE,Urbana,Soltero(a),Independiente,Media,Transporte público,Envigado,Tecnico Laboral,18T-TÉCNICO LABORAL EN GASTRONOMÍA,EPS Sura,35,3,1,0,0,0,2022.0,Activo,0
Masculino,DIURNA,Urbana,Casado(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),Sanidad Militar,42,2,1,0,0,0,2019.0,Inactivo,1
Femenino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Extension,EXTENSIÓN - OFFICE 365 VIRTUAL,Sin registro,50,3,2,1,1,0,2020.0,Activo,0
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Básica secundaria,A pie,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,Sin registro,27,2,1,0,0,0,2016.0,Sancionado,1
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Automóvil,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Nueva Promotora de Salud - Nueva EPS,17,3,2,0,0,0,2020.0,Inactivo,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Taxi,Itagui,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Salud Total EPS,15,1,2,0,0,0,2021.0,Inactivo,0
Femenino,MEDIA TÉCNICA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Sin registro,18,2,2,1,1,0,2020.0,Cancelado,1
Femenino,NOCHE,Urbana,Casado(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),Suramericana,36,2,2,0,0,0,2020.0,Inactivo,1
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Básica secundaria,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA MECÁNICA MOTOS,Nueva Promotora de Salud - Nueva EPS,20,2,1,0,0,0,2018.0,Cancelado,1
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Bicicleta,Envigado,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),Sin registro,27,3,2,0,0,0,2018.0,Inactivo,1
Masculino,NOCHE,Urbana,Soltero(a),Estudiante básica,Media,A pie,Envigado,Tecnico Laboral,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),SISBEN,34,3,2,0,0,0,2016.0,Graduado,0
Masculino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Medellín,Extension,EXTENSIÓN - BIOSEGURIDAD,Sin registro,27,2,2,1,1,0,2020.0,Activo,0
Masculino,NOCHE,Urbana,Casado(a),Empleado,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),Salud Total EPS,33,3,2,0,0,0,2017.0,Graduado,0
Femenino,NOCHE,Urbana,Unión libre,Independiente,Media,Transporte público,Envigado,Tecnico Laboral,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),EPS Sura,42,3,2,0,0,0,2020.0,Inactivo,1
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Transporte público,Medellín,Media Tecnica,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Salud Total EPS,20,2,1,0,0,0,2021.0,Inactivo,0
Masculino,NOCHE,Urbana,Soltero(a),Desempleado,Media,Moto,Envigado,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),EPS Sura,23,2,2,0,0,0,2017.0,Graduado,0
Femenino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,EPS Sura,21,3,2,0,0,0,2016.0,Graduado,0
Femenino,NOCHE,Urbana,Soltero(a),Desempleado,Pregrado,Transporte público,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,EPS Sura,33,3,1,0,0,0,2019.0,Aplazamiento Semestre,1
Femenino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),SISBEN,19,4,1,0,0,0,2019.0,Graduado,0
Femenino,MEDIA TÉCNICA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Medellín,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Sin registro,16,3,2,1,1,0,2020.0,Inactivo,0
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),EPS Sura,30,3,2,0,1,0,2015.0,Inactivo,1
Masculino,DIURNA,Urbana,Soltero(a),Desempleado,Media,Transporte público,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),Savia Salud,22,2,1,0,0,0,2018.0,Graduado,0
Femenino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),Sin registro,47,1,1,0,0,0,2016.0,Graduado,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Media,Transporte público,Envigado,Media Tecnica,MEDIA TECNICA GASTRONOMÍA INT,EPS Sura,23,3,1,0,1,0,2018.0,Graduado,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Automóvil,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,15,2,2,0,0,0,2021.0,Inactivo,0
Masculino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Extension,EXTENSIÓN - BIOSEGURIDAD,Sin registro,30,2,2,1,1,0,2020.0,Activo,0
Femenino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),Sin registro,33,2,2,0,1,0,2016.0,Cancelado,1
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,16,3,2,0,0,0,2020.0,Inactivo,0
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,Saludcoop EPS  Organismo Cooperativo,35,3,1,0,1,0,2015.0,Inactivo,1
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,EPS Sura,16,2,1,0,0,0,2020.0,Inactivo,1
Masculino,MEDIA TÉCNICA,Urbana,Sin registro,Estudiante básica,Sin registro,Automóvil,Medellín,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,16,5,2,0,0,0,2020.0,Cancelado,1
Femenino,NOCHE,Urbana,Soltero(a),Desempleado,Media,Transporte público,Envigado,Tecnico Laboral,13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL,Salud Total EPS,19,3,1,0,0,0,2022.0,Activo,0
Femenino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,EPS Sura,18,3,1,0,0,0,2022.0,Activo,0
Femenino,DIURNA,Rural,Unión libre,Independiente,Media,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),Coomeva EPS,47,3,1,0,0,0,2016.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),EPS Sura,24,3,1,0,0,0,2021.0,Activo,0
Masculino,NOCHE,Urbana,Casado(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,EPS Sura,53,2,1,0,0,0,2022.0,Activo,0
Femenino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Bello,Extension,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,Sin registro,25,3,2,1,1,0,2020.0,Activo,0
Masculino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Sabaneta,Extension,EXTENSIÓN - BIOSEGURIDAD,Sin registro,36,3,2,1,1,0,2020.0,Activo,0
Femenino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Extension,EXTENSIÓN - BIOSEGURIDAD,Sin registro,30,2,2,1,1,0,2020.0,Activo,0
Femenino,NOCHE,Urbana,Unión libre,Desempleado,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,Salud Total EPS,24,3,2,0,0,0,2021.0,Activo,0
Masculino,MEDIA TÉCNICA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Sin registro,21,2,1,1,1,0,2019.0,Graduado,0
Masculino,NOCHE,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Sin registro,Tecnico Laboral,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),Sin registro,26,3,1,1,1,1,2016.0,Inactivo,1
Femenino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,EPS Sura,27,3,2,0,1,0,2016.0,Cancelado,1
Masculino,NOCHE,Urbana,Soltero(a),Desempleado,Postgrado,A pie,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Coomeva EPS,24,3,2,0,0,0,2018.0,Graduado,0
Femenino,DIURNA,Rural,Casado(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,Savia Salud,37,2,1,0,0,0,2020.0,Graduado,0
Masculino,NOCHE,Urbana - rural,Soltero(a),Empleado,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),Sin registro,23,2,2,0,0,0,2017.0,Cancelado,1
Femenino,DIURNA,Rural,Soltero(a),Independiente,Media,Transporte público,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Cafesalud  EPS,21,2,2,0,0,0,2017.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Medellín,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),EPS Sura,22,2,2,0,0,0,2017.0,Graduado,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Media,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA MECÁNICA MOTOS,EPS Sura,22,3,1,0,1,0,2018.0,Inactivo,1
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos),EPS Sura,31,3,2,0,0,0,2018.0,Inactivo,1
Femenino,NOCHE,Urbana,Soltero(a),Desempleado,Media,A pie,Envigado,Tecnico Laboral,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,SISBEN,26,3,2,0,0,0,2018.0,Graduado,0
Femenino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,EPS Sura,45,3,1,0,0,0,2020.0,Graduado,0
Masculino,NOCHE,Urbana,Unión libre,Empleado,Media,Moto,Envigado,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),EPS Sura,32,2,2,0,0,0,2017.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Desempleado,Media,A pie,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,EPS Sura,23,2,2,0,0,0,2017.0,Graduado,0
Femenino,NOCHE,Urbana - rural,Casado(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO,Salud Total EPS,46,2,1,0,0,0,2020.0,Graduado,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Savia Salud,16,2,2,0,0,0,2021.0,Inactivo,0
Femenino,DIURNA,Urbana,Divorciado(a),Empleado,Media,Moto,Envigado,Extension,EXTENSIÓN - BIOSEGURIDAD,Coomeva EPS,32,3,2,0,0,0,2020.0,Activo,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,15,3,2,0,0,0,2021.0,Inactivo,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Media,A pie,Envigado,Media Tecnica,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Nueva Promotora de Salud - Nueva EPS,17,3,1,0,0,0,2020.0,Inactivo,1
Masculino,DIURNA,Urbana - rural,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),EPS Sura,23,2,2,0,1,0,2015.0,Graduado,0
Masculino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Medellín,Extension,EXTENSIÓN HERRAMIENTAS TICS Y COMPETENCIAS COMPORTAMENTALES PARA EL TRABAJO REMOTO EN CASA,Sin registro,61,2,2,1,1,0,2020.0,Activo,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante superior,Básica secundaria,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS,EPS Sura,21,2,2,0,0,0,2018.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Básica secundaria,Moto,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,EPS Sura,27,4,2,0,0,0,2015.0,Graduado,0
Femenino,MEDIA TÉCNICA,Rural,Soltero(a),Estudiante básica,Sin registro,A pie,Medellín,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Sanitas EPS,16,3,2,0,0,0,2020.0,Inactivo,0
Masculino,NOCHE,Urbana,Soltero(a),Sin registro,Sin registro,Transporte público,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,Sin registro,32,3,2,0,1,0,2014.0,Inactivo,1
Femenino,NOCHE,Urbana,Soltero(a),Desempleado,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,EPS Sura,29,2,1,0,0,0,2021.0,Activo,0
Femenino,NOCHE,Urbana,Soltero(a),Desempleado,Media,Transporte público,Envigado,Tecnico Laboral,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),EPS Sura,22,3,1,0,0,0,2018.0,Inactivo,1
Femenino,DIURNA,Sin registro,Soltero(a),Desempleado,Básica secundaria,A pie,Medellín,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,SISBEN,32,3,2,0,0,0,2017.0,Inactivo,1
Femenino,DIURNA,Urbana,Casado(a),Independiente,Media,Automóvil,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),EPS Sura,34,3,1,0,0,0,2018.0,Graduado,0
Femenino,MEDIA TÉCNICA,Rural,Soltero(a),Estudiante básica,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,14,2,2,0,0,0,2021.0,Inactivo,0
Masculino,NOCHE,Urbana,Separado(a),Empleado,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),EPS Sura,58,3,1,0,1,0,2016.0,Cancelado,1
Masculino,NOCHE,Urbana - rural,Soltero(a),Estudiante básica,Media,Transporte público,La Estrella,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),Sin registro,21,2,2,0,0,0,2018.0,Inactivo,1
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Moto,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),EPS Sura,23,3,2,0,0,0,2019.0,Sancionado,1
Femenino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,EPS Sura,21,3,1,0,0,0,2018.0,Inactivo,1
Femenino,NOCHE,Urbana,Soltero(a),Empleado,Media,Moto,Medellín,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),EPS Sura,29,2,2,0,0,0,2016.0,Inactivo,1
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Básica secundaria,Transporte público,Envigado,Media Tecnica,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,EPS Sura,17,3,1,0,0,0,2020.0,Inactivo,1
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Media,Moto,Envigado,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),EPS Sura,24,2,1,0,0,0,2020.0,Sancionado,1
Femenino,NOCHE,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,EPS Sura,27,2,2,0,0,0,2018.0,Graduado,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Básica secundaria,Transporte público,Medellín,Media Tecnica,MEDIA TÉCNICA MECÁNICA MOTOS,EPS Sura,17,3,1,0,0,0,2020.0,Inactivo,1
